epoch,loss_epoch,loss_step,step,val_CER,val_LER,val_SER
0,,5.366205215454102,49,,,
0,,4.425292015075684,99,,,
0,,3.559384346008301,149,,,
0,,3.6136209964752197,199,,,
0,,3.209287405014038,249,,,
0,,2.594780206680298,299,,,
0,,2.8543896675109863,349,,,
0,,2.47452974319458,399,,,
0,,2.8534889221191406,449,,,
0,,2.446868658065796,499,,,
0,,2.632019519805908,549,,,
0,,2.507054567337036,599,,,
0,,2.9329841136932373,649,,,
0,,2.550919771194458,699,,,
0,,2.368663787841797,749,,,
0,,2.411175489425659,799,,,
0,,2.1989905834198,849,,,
0,,2.6239399909973145,899,,,
0,,2.18554425239563,949,,,
0,,1.984144926071167,999,,,
0,,1.8904836177825928,1049,,,
0,,1.9965838193893433,1099,,,
0,,2.3016605377197266,1149,,,
0,,2.10304594039917,1199,,,
0,,1.9316767454147339,1249,,,
0,,2.15808367729187,1299,,,
0,,2.148378849029541,1349,,,
0,,1.9401479959487915,1399,,,
0,,2.109440326690674,1449,,,
0,,1.8486169576644897,1499,,,
0,,1.9310872554779053,1549,,,
0,,1.9953974485397339,1599,,,
0,,1.823190450668335,1649,,,
0,,2.0570662021636963,1699,,,
0,,2.3151793479919434,1749,,,
0,,1.559815764427185,1799,,,
0,,2.5244624614715576,1849,,,
0,,1.9547039270401,1899,,,
0,,1.9689160585403442,1949,,,
0,,1.8615188598632812,1999,,,
0,,1.8190909624099731,2049,,,
0,,1.953431487083435,2099,,,
0,,1.6624879837036133,2149,,,
0,,1.8850774765014648,2199,,,
0,,1.808189034461975,2249,,,
0,,1.5569837093353271,2299,,,
0,,1.8914891481399536,2349,,,
0,,1.6154453754425049,2399,,,
0,,1.6877905130386353,2449,,,
0,,1.4362280368804932,2499,,,
0,,1.4220677614212036,2549,,,
0,,2.0240225791931152,2599,,,
0,,2.025641679763794,2649,,,
0,,1.6037777662277222,2699,,,
0,,1.4920012950897217,2749,,,
0,,1.451630711555481,2799,,,
0,,1.533093810081482,2849,,,
0,,1.6336158514022827,2899,,,
0,,1.7709523439407349,2949,,,
0,,1.5665524005889893,2999,,,
0,,1.7464377880096436,3049,,,
0,,1.2625352144241333,3099,,,
0,,2.1920390129089355,3149,,,
0,,1.861722707748413,3199,,,
0,,1.5593292713165283,3249,,,
0,,1.6236178874969482,3299,,,
0,,1.7998915910720825,3349,,,
0,,1.8867199420928955,3399,,,
0,,1.6181389093399048,3449,,,
0,,1.4326246976852417,3499,,,
0,,1.542701244354248,3549,,,
0,,1.451481580734253,3599,,,
0,,1.6609506607055664,3649,,,
0,,1.512393593788147,3699,,,
0,,1.5661256313323975,3749,,,
0,,1.6861701011657715,3799,,,
0,,1.4589979648590088,3849,,,
0,,1.5477097034454346,3899,,,
0,,1.7122081518173218,3949,,,
0,,1.2655279636383057,3999,,,
0,,2.559297800064087,4049,,,
0,,1.8508496284484863,4099,,,
0,,1.8342561721801758,4149,,,
0,,1.6361453533172607,4199,,,
0,,1.5655041933059692,4249,,,
0,,1.4051507711410522,4299,,,
0,,1.489774465560913,4349,,,
0,,1.2973873615264893,4399,,,
0,,2.8592138290405273,4449,,,
0,,1.8306996822357178,4499,,,
0,,1.4878839254379272,4549,,,
0,,1.2989821434020996,4599,,,
0,,1.8719260692596436,4649,,,
0,,1.6621959209442139,4699,,,
0,,1.668946623802185,4749,,,
0,,1.7591795921325684,4799,,,
0,,1.31113600730896,4849,,,
0,,1.8720520734786987,4899,,,
0,,1.4508401155471802,4949,,,
0,,1.7823251485824585,4999,,,
0,,1.5106921195983887,5049,,,
0,,1.4863054752349854,5099,,,
0,,1.9796912670135498,5149,,,
0,,1.7213523387908936,5199,,,
0,,1.6777477264404297,5249,,,
0,,1.3593000173568726,5299,,,
0,,1.6473625898361206,5349,,,
0,,1.7529048919677734,5399,,,
0,,1.6665170192718506,5449,,,
0,,1.6204334497451782,5499,,,
0,,1.5699318647384644,5549,,,
0,,1.1449358463287354,5599,,,
0,,2.0390655994415283,5649,,,
0,,1.6100530624389648,5699,,,
0,,1.297959327697754,5749,,,
0,,1.3238565921783447,5799,,,
0,,1.6744979619979858,5849,,,
0,,1.894273281097412,5899,,,
0,,1.5758904218673706,5949,,,
0,,1.5972334146499634,5999,,,
0,,1.3009320497512817,6049,,,
0,,1.4955500364303589,6099,,,
0,,1.7993746995925903,6149,,,
0,,1.4115068912506104,6199,,,
0,,1.443869709968567,6249,,,
0,,1.3345106840133667,6299,,,
0,,1.5284550189971924,6349,,,
0,,1.2985541820526123,6399,,,
0,,1.671574592590332,6449,,,
0,,1.3527629375457764,6499,,,
0,,1.1879147291183472,6549,,,
0,,1.2757933139801025,6599,,,
0,,1.8507779836654663,6649,,,
0,,1.7285380363464355,6699,,,
0,,2.1542532444000244,6749,,,
0,,1.5461245775222778,6799,,,
0,,1.6260353326797485,6849,,,
0,,1.3089830875396729,6899,,,
0,,1.3572312593460083,6949,,,
0,,1.4040528535842896,6999,,,
0,,1.6038167476654053,7049,,,
0,,1.383400321006775,7099,,,
0,,1.7382152080535889,7149,,,
0,,1.4608417749404907,7199,,,
0,,1.6254733800888062,7249,,,
0,,1.1371723413467407,7299,,,
0,,1.5141806602478027,7349,,,
0,,1.5367134809494019,7399,,,
0,,1.4887627363204956,7449,,,
0,,0.8507341146469116,7499,,,
0,,1.5450365543365479,7549,,,
0,,1.317626953125,7599,,,
0,,2.029226779937744,7649,,,
0,,1.2981101274490356,7699,,,
0,,2.099727153778076,7749,,,
0,,0.9895491600036621,7799,,,
0,,2.2986233234405518,7849,,,
0,,1.2177523374557495,7899,,,
0,,1.9615706205368042,7949,,,
0,,1.341386079788208,7999,,,
0,,2.041274309158325,8049,,,
0,,1.4713099002838135,8099,,,
0,,1.6935992240905762,8149,,,
0,,1.2842906713485718,8199,,,
0,,1.4111751317977905,8249,,,
0,,1.1107534170150757,8299,,,
0,,1.5991770029067993,8349,,,
0,,1.3034721612930298,8399,,,
0,,1.1791768074035645,8449,,,
0,,1.2507494688034058,8499,,,
0,,1.5785188674926758,8549,,,
0,,1.5173673629760742,8599,,,
0,,1.5022337436676025,8649,,,
0,,0.9081853032112122,8699,,,
0,,1.9647104740142822,8749,,,
0,,1.4342012405395508,8799,,,
0,,1.2486993074417114,8849,,,
0,,1.841260313987732,8899,,,
0,,1.5070171356201172,8949,,,
0,,1.4245270490646362,8999,,,
0,,1.15726637840271,9049,,,
0,,1.2325981855392456,9099,,,
0,,1.2643978595733643,9149,,,
0,,1.512871503829956,9199,,,
0,,1.006594181060791,9249,,,
0,,1.1347252130508423,9299,,,
0,,1.3595205545425415,9349,,,
0,,1.4223064184188843,9399,,,
0,,1.2757811546325684,9449,,,
0,,1.3597697019577026,9499,,,
0,,1.3625859022140503,9549,,,
0,,1.7298004627227783,9599,,,
0,,1.0544090270996094,9649,,,
0,,1.3840370178222656,9699,,,
0,,2.022185802459717,9749,,,
0,,1.7314174175262451,9799,,,
0,,1.8747820854187012,9849,,,
0,,1.3069117069244385,9899,,,
0,,1.730044960975647,9949,,,
0,,1.6371325254440308,9999,,,
0,,1.3145915269851685,10049,,,
0,,1.2881386280059814,10099,,,
0,,1.7907681465148926,10149,,,
0,,1.3104547262191772,10199,,,
0,,1.3852403163909912,10249,,,
0,,1.019314169883728,10299,,,
0,,1.241191029548645,10349,,,
0,,1.2240275144577026,10399,,,
0,,1.7102354764938354,10449,,,
0,,1.051384449005127,10499,,,
0,,1.463265299797058,10549,,,
0,,0.9140588641166687,10599,,,
0,,1.2000435590744019,10649,,,
0,,1.135438084602356,10699,,,
0,,1.1442433595657349,10749,,,
0,,1.9074114561080933,10799,,,
0,,1.5589587688446045,10849,,,
0,,1.09160315990448,10899,,,
0,,2.025607109069824,10949,,,
0,,1.3259031772613525,10999,,,
0,,1.4171637296676636,11049,,,
0,,1.589354395866394,11099,,,
0,,1.3673330545425415,11149,,,
0,,1.0236989259719849,11199,,,
0,,0.9811815023422241,11249,,,
0,,1.620483636856079,11299,,,
0,,1.0957262516021729,11349,,,
0,,0.9153098464012146,11399,,,
0,,1.4051635265350342,11449,,,
0,,1.0618234872817993,11499,,,
0,,1.5705593824386597,11549,,,
0,,1.0764111280441284,11599,,,
0,,1.0403798818588257,11649,,,
0,,0.8309178352355957,11699,,,
0,,1.104888916015625,11749,,,
0,,1.2379236221313477,11799,,,
0,,1.2413254976272583,11849,,,
0,,1.6958115100860596,11899,,,
0,,1.4479910135269165,11949,,,
0,,0.8741791248321533,11999,,,
0,,1.4399850368499756,12049,,,
0,,1.5644863843917847,12099,,,
0,,1.321789264678955,12149,,,
0,,1.272351622581482,12199,,,
0,,1.4524524211883545,12249,,,
0,,1.4672584533691406,12299,,,
0,,0.9742175936698914,12349,,,
0,,1.0989062786102295,12399,,,
0,,1.6660728454589844,12449,,,
0,,1.0097737312316895,12499,,,
0,,1.2175928354263306,12549,,,
0,,1.1984182596206665,12599,,,
0,,1.224764347076416,12649,,,
0,,1.0211869478225708,12699,,,
0,,1.1520589590072632,12749,,,
0,,0.958450973033905,12799,,,
0,,1.172367811203003,12849,,,
0,,1.0559449195861816,12899,,,
0,,1.06197988986969,12949,,,
0,,1.5896462202072144,12999,,,
0,,0.959002673625946,13049,,,
0,,1.4920003414154053,13099,,,
0,,1.4464695453643799,13149,,,
0,,1.1246137619018555,13199,,,
0,,1.9405782222747803,13249,,,
0,,1.2822744846343994,13299,,,
0,,1.0107184648513794,13349,,,
0,,1.170143485069275,13399,,,
0,,1.2401185035705566,13449,,,
0,,1.3240536451339722,13499,,,
0,,1.0826671123504639,13549,,,
0,,1.2637430429458618,13599,,,
0,,0.9161010384559631,13649,,,
0,,1.0161592960357666,13699,,,
0,,1.108624815940857,13749,,,
0,,1.6797876358032227,13799,,,
0,,1.6855485439300537,13849,,,
0,,1.5243383646011353,13899,,,
0,,1.1959655284881592,13949,,,
0,,1.2417734861373901,13999,,,
0,,1.736048936843872,14049,,,
0,,1.6890473365783691,14099,,,
0,,1.2009022235870361,14149,,,
0,,1.129427433013916,14199,,,
0,,1.2251625061035156,14249,,,
0,,1.3478511571884155,14299,,,
0,,1.3755903244018555,14349,,,
0,,1.4894369840621948,14399,,,
0,,1.1791226863861084,14449,,,
0,,1.1010879278182983,14499,,,
0,,0.9678429365158081,14549,,,
0,,1.6065839529037476,14599,,,
0,,0.6152974963188171,14649,,,
