epoch,loss_epoch,loss_step,step
0,,5.465414524078369,49
0,,4.703701019287109,99
0,,4.021999359130859,149
0,,3.424633026123047,199
0,,2.704225540161133,249
0,,3.0334506034851074,299
0,,2.806763172149658,349
0,,2.765195608139038,399
0,,2.4489541053771973,449
0,,2.8723087310791016,499
0,,2.5613152980804443,549
0,,2.3965206146240234,599
0,,2.4741463661193848,649
0,,2.244323253631592,699
0,,2.4936208724975586,749
0,,2.0436110496520996,799
0,,2.377889394760132,849
0,,2.222158432006836,899
0,,2.390625,949
0,,1.98720121383667,999
0,,2.1212093830108643,1049
0,,2.3327364921569824,1099
0,,1.8708550930023193,1149
0,,2.7210793495178223,1199
0,,2.0758368968963623,1249
0,,2.375246524810791,1299
0,,3.01709246635437,1349
0,,1.9032126665115356,1399
0,,1.7301397323608398,1449
0,,1.7052687406539917,1499
0,,2.097580671310425,1549
0,,1.793244481086731,1599
0,,1.7868473529815674,1649
0,,2.0001964569091797,1699
0,,2.37719464302063,1749
0,,1.952024221420288,1799
0,,1.9599591493606567,1849
0,,1.6439253091812134,1899
0,,2.543565511703491,1949
0,,1.9360300302505493,1999
0,,1.8937208652496338,2049
0,,1.853232979774475,2099
0,,1.9183560609817505,2149
0,,1.551428198814392,2199
0,,1.8535908460617065,2249
0,,2.029374599456787,2299
0,,1.6297433376312256,2349
0,,1.665969729423523,2399
0,,2.1352615356445312,2449
0,,1.9874110221862793,2499
0,,1.5653023719787598,2549
0,,1.9842044115066528,2599
0,,1.7732551097869873,2649
0,,2.4531235694885254,2699
0,,1.7346113920211792,2749
0,,1.5764750242233276,2799
0,,1.3763586282730103,2849
0,,1.8949156999588013,2899
0,,1.5167906284332275,2949
0,,1.6705981492996216,2999
0,,2.3305084705352783,3049
0,,1.768082618713379,3099
0,,1.5023813247680664,3149
0,,2.159116268157959,3199
0,,1.8712351322174072,3249
0,,1.9871455430984497,3299
0,,1.7068511247634888,3349
0,,1.6975734233856201,3399
0,,1.71891450881958,3449
0,,1.3608574867248535,3499
0,,2.1156184673309326,3549
0,,1.7750648260116577,3599
0,,1.3862979412078857,3649
0,,1.7070138454437256,3699
0,,1.4630224704742432,3749
0,,1.7403061389923096,3799
0,,1.5908640623092651,3849
0,,1.7134127616882324,3899
0,,1.8979243040084839,3949
0,,2.0726027488708496,3999
0,,2.395272970199585,4049
0,,1.6459293365478516,4099
0,,1.7598668336868286,4149
0,,1.6500437259674072,4199
0,,1.650949478149414,4249
0,,1.7812669277191162,4299
0,,1.7743195295333862,4349
0,,1.749756932258606,4399
0,,1.3680458068847656,4449
0,,1.7898054122924805,4499
0,,1.419128179550171,4549
0,,1.8556699752807617,4599
0,,1.5618085861206055,4649
0,,2.0819971561431885,4699
0,,2.0116798877716064,4749
0,,1.5617586374282837,4799
0,,1.7060800790786743,4849
0,,1.5913934707641602,4899
0,,1.4689011573791504,4949
0,,1.862603783607483,4999
0,,1.5919294357299805,5049
0,,1.6356675624847412,5099
0,,1.286052942276001,5149
0,,1.940811276435852,5199
0,,1.4905732870101929,5249
0,,1.8979212045669556,5299
0,,1.5737119913101196,5349
0,,1.4187819957733154,5399
0,,1.37614905834198,5449
0,,1.7082700729370117,5499
0,,1.5223442316055298,5549
0,,1.7708486318588257,5599
0,,2.1186931133270264,5649
0,,1.183369517326355,5699
0,,1.2939120531082153,5749
0,,1.209887146949768,5799
0,,1.4754314422607422,5849
0,,1.4853413105010986,5899
0,,2.0073015689849854,5949
0,,1.690463900566101,5999
0,,1.3758370876312256,6049
0,,1.560483694076538,6099
0,,1.6405750513076782,6149
0,,1.5059149265289307,6199
0,,1.3949898481369019,6249
0,,1.8666644096374512,6299
0,,1.5267683267593384,6349
0,,1.1509056091308594,6399
0,,1.4883188009262085,6449
0,,1.1038005352020264,6499
0,,2.563821792602539,6549
0,,2.9333512783050537,6599
0,,1.5594370365142822,6649
0,,2.2822823524475098,6699
0,,1.4553483724594116,6749
0,,1.7603384256362915,6799
0,,1.3768852949142456,6849
0,,2.031465768814087,6899
0,,1.5490397214889526,6949
0,,1.7914382219314575,6999
0,,1.2753127813339233,7049
0,,1.5667917728424072,7099
0,,1.6180673837661743,7149
0,,1.591041088104248,7199
0,,1.5607680082321167,7249
0,,1.580983281135559,7299
0,,1.4559649229049683,7349
0,,1.584919810295105,7399
0,,1.370926022529602,7449
0,,1.697258710861206,7499
0,,1.017974615097046,7549
0,,1.225001335144043,7599
0,,1.3337467908859253,7649
0,,1.2587448358535767,7699
0,,1.5396044254302979,7749
0,,1.3557676076889038,7799
0,,2.0610086917877197,7849
0,,1.5670276880264282,7899
0,,1.6391820907592773,7949
0,,1.8692376613616943,7999
0,,1.022682785987854,8049
0,,1.2431989908218384,8099
0,,1.4625403881072998,8149
0,,1.3578596115112305,8199
0,,1.6085611581802368,8249
0,,1.7749537229537964,8299
0,,1.7085870504379272,8349
0,,1.7162506580352783,8399
0,,1.4076366424560547,8449
0,,1.2715941667556763,8499
